dealer_id,month,model_wise_cr,sales_advisor_cr,market_share,ssi,csat,monthly_sales,booking_pipeline,accessories_per_car,monthly_accessories_sales,cptv,tat_complaint_resolution,composite_score
D033,2024-04-01,34.2,26.7,21.9,94.0,2.8,25,14,4072.0,67038.0,3.0,6.8,38.9
D033,2024-05-01,36.3,28.3,23.3,96.0,2.8,27,16,4210.0,71144.0,3.1,6.9,40.8
D033,2024-06-01,43.0,33.6,27.6,98.0,2.9,32,22,4534.0,84338.0,3.4,7.2,45.9
D033,2024-07-01,36.6,28.6,23.5,92.0,2.8,27,14,3861.0,71821.0,2.9,6.6,40.1
D033,2024-08-01,37.1,29.0,23.8,93.0,2.8,27,14,3912.0,72771.0,2.9,6.6,40.7
D033,2024-09-01,37.5,29.2,24.0,93.0,2.8,28,15,3949.0,73459.0,2.9,6.7,40.9
D033,2024-10-01,55.0,42.9,35.3,100.0,2.9,41,29,4699.0,107843.0,3.5,7.4,54.3
D033,2024-11-01,51.7,40.3,33.1,95.0,2.8,38,22,4102.0,101286.0,3.0,6.8,50.8
D033,2024-12-01,42.2,32.9,27.0,98.0,2.9,31,21,4447.0,82718.0,3.3,7.1,45.4
D034,2023-01-01,42.6,33.2,18.1,63.0,2.8,88,49,4519.0,265715.0,3.1,2.1,39.2
D034,2023-02-01,48.1,37.5,20.4,67.0,2.9,100,67,5103.0,300040.0,3.5,2.2,44.4
D034,2023-03-01,52.3,40.8,22.2,69.0,3.0,109,82,5554.0,326579.0,3.8,2.4,48.3
D034,2023-04-01,42.4,33.1,18.0,67.0,2.9,88,60,5151.0,264779.0,3.5,2.3,40.5
D034,2023-05-01,45.2,35.3,19.2,68.0,3.0,94,69,5453.0,282267.0,3.7,2.3,43.1
D034,2023-06-01,47.9,37.4,20.4,66.0,2.9,100,67,5088.0,299190.0,3.5,2.2,44.1
D034,2023-07-01,43.6,34.0,18.5,64.0,2.8,91,52,4627.0,272078.0,3.1,2.1,40.2
D034,2023-08-01,44.2,34.5,18.8,64.0,2.8,92,54,4692.0,275917.0,3.2,2.1,40.6
D034,2023-09-01,46.1,36.0,19.6,65.0,2.9,96,61,4896.0,287880.0,3.3,2.2,42.6
D034,2023-10-01,49.5,38.6,21.0,63.0,2.8,103,55,4473.0,308913.0,3.0,2.1,44.0
D034,2023-11-01,59.0,46.0,25.1,65.0,2.9,123,77,4866.0,367931.0,3.3,2.2,51.4
D034,2023-12-01,49.4,38.6,21.0,67.0,2.9,103,72,5247.0,308510.0,3.6,2.3,45.4
D034,2024-01-01,42.5,33.2,18.1,63.0,2.8,88,48,4511.0,265237.0,3.1,2.1,39.1
D034,2024-02-01,48.1,37.5,20.5,67.0,2.9,100,67,5108.0,300338.0,3.5,2.2,44.5
D034,2024-03-01,46.3,36.1,19.7,65.0,2.9,96,61,4909.0,288641.0,3.3,2.2,42.7
D034,2024-04-01,40.6,31.6,17.2,66.0,2.9,84,55,5030.0,253119.0,3.4,2.2,39.0
D034,2024-05-01,43.4,33.9,18.4,68.0,3.0,90,65,5368.0,270906.0,3.6,2.3,41.9
D034,2024-06-01,48.4,37.7,20.6,67.0,2.9,101,68,5134.0,301889.0,3.5,2.3,44.7
D034,2024-07-01,47.5,37.1,20.2,66.0,2.9,99,65,5045.0,296623.0,3.4,2.2,43.9
D034,2024-08-01,42.8,33.4,18.2,64.0,2.8,89,49,4539.0,266881.0,3.1,2.1,39.6
D034,2024-09-01,44.5,34.7,18.9,65.0,2.8,93,55,4723.0,277695.0,3.2,2.1,41.1
D034,2024-10-01,60.4,47.1,25.7,67.0,2.9,126,85,5136.0,377048.0,3.5,2.3,52.9
D034,2024-11-01,49.1,38.3,20.9,63.0,2.8,102,53,4390.0,306309.0,3.0,2.1,43.6
D034,2024-12-01,45.1,35.2,19.2,65.0,2.8,94,57,4791.0,281720.0,3.3,2.2,41.4
D035,2023-01-01,38.8,30.3,4.4,78.0,4.1,111,77,5976.0,380068.0,2.5,5.3,44.8
D035,2023-02-01,33.6,26.2,3.8,74.0,4.0,96,55,5179.0,329381.0,2.2,4.9,39.8
D035,2023-03-01,33.4,26.1,3.8,74.0,4.0,96,55,5149.0,327508.0,2.3,5.0,39.5
D035,2023-04-01,34.4,26.8,3.9,79.0,4.2,98,72,5961.0,337067.0,2.7,5.6,42.2
D035,2023-05-01,31.0,24.2,3.5,77.0,4.1,89,60,5492.0,303522.0,2.6,5.5,38.9
D035,2023-06-01,34.7,27.1,3.9,77.0,4.1,99,66,5341.0,339712.0,2.6,5.5,41.2
D035,2023-07-01,29.9,23.3,3.4,73.0,3.9,85,45,4598.0,292452.0,2.3,5.2,36.1
D035,2023-08-01,30.1,23.5,3.4,74.0,4.0,86,48,4636.0,294864.0,2.4,5.3,36.8
D035,2023-09-01,16.5,12.9,3.8,78.0,4.1,47,67,5212.0,331509.0,2.8,5.9,31.0
D035,2023-10-01,41.5,32.4,4.7,80.0,4.2,119,89,5501.0,406692.0,3.0,6.2,46.5
D035,2023-11-01,39.7,31.0,4.5,75.0,4.0,113,68,4592.0,388731.0,2.6,5.7,43.0
D035,2023-12-01,28.7,22.4,3.2,74.0,4.0,82,47,4426.0,281473.0,2.6,5.7,35.4
D035,2024-01-01,32.6,25.4,3.7,79.0,4.2,93,67,5023.0,319493.0,3.0,6.3,39.9
D035,2024-02-01,31.8,24.8,3.6,79.0,4.2,91,65,4898.0,311530.0,3.0,6.3,39.3
D035,2024-03-01,27.1,21.2,3.1,74.0,4.0,77,45,4179.0,265783.0,2.7,5.9,34.1
D035,2024-04-01,28.1,21.9,3.2,79.0,4.2,80,59,4817.0,275287.0,3.2,6.6,36.5
D035,2024-05-01,26.1,20.4,2.9,76.0,4.1,75,47,4268.0,256036.0,2.9,6.3,34.1
D035,2024-06-01,26.0,20.3,2.9,75.0,4.0,74,44,3999.0,254354.0,2.8,6.2,33.3
D035,2024-07-01,28.3,22.1,3.2,78.0,4.1,81,56,4358.0,277156.0,3.2,6.7,35.7
D035,2024-08-01,29.1,22.7,3.3,80.0,4.2,83,61,4484.0,285163.0,3.3,7.0,37.0
D035,2024-09-01,26.2,20.5,3.0,77.0,4.1,75,50,4040.0,256936.0,3.1,6.7,34.0
D035,2024-10-01,33.6,26.2,3.8,78.0,4.1,96,65,4031.0,328936.0,3.2,6.8,38.9
D035,2024-11-01,31.7,24.7,3.6,78.0,4.1,91,62,3975.0,310728.0,3.3,7.0,37.5
D035,2024-12-01,23.1,18.0,2.6,75.0,4.0,66,40,3558.0,226278.0,3.0,6.7,30.7
D036,2023-01-01,42.1,32.9,27.1,72.0,3.7,79,54,8885.0,410474.0,4.7,7.9,45.4
D036,2023-02-01,41.0,32.0,26.4,72.0,3.7,77,50,8647.0,399498.0,4.5,7.8,44.6
D036,2023-03-01,40.1,31.3,25.9,71.0,3.7,75,48,8466.0,391128.0,4.4,7.7,43.8
D036,2023-04-01,35.3,27.6,22.8,71.0,3.7,66,43,8578.0,344457.0,4.5,7.7,40.2
D036,2023-05-01,38.9,30.3,25.0,74.0,3.7,73,52,9212.0,378842.0,4.8,8.1,43.5
D036,2023-06-01,43.4,33.8,27.9,73.0,3.7,81,57,9146.0,422559.0,4.8,8.0,46.6
D036,2023-07-01,37.2,29.0,24.0,69.0,3.6,70,39,7846.0,362507.0,4.1,7.3,40.8
D036,2023-08-01,36.8,28.7,23.7,69.0,3.6,69,37,7753.0,358169.0,4.1,7.3,40.4
D036,2023-09-01,44.8,34.9,28.8,74.0,3.8,84,62,9445.0,436346.0,5.0,8.2,48.2
D036,2023-10-01,55.7,43.4,35.9,74.0,3.8,105,76,9341.0,542494.0,4.9,8.1,56.5
D036,2023-11-01,47.7,37.2,30.7,72.0,3.7,90,59,8657.0,464589.0,4.5,7.8,49.7
D036,2023-12-01,41.2,32.1,26.5,72.0,3.7,77,51,8683.0,401177.0,4.6,7.8,44.7
D036,2024-01-01,44.3,34.6,28.5,74.0,3.8,83,60,9347.0,431820.0,4.9,8.1,47.9
D036,2024-02-01,36.8,28.7,23.7,69.0,3.6,69,37,7771.0,359036.0,4.1,7.3,40.4
D036,2024-03-01,38.2,29.8,24.6,70.0,3.6,72,42,8066.0,372660.0,4.2,7.5,41.7
D036,2024-04-01,39.5,30.8,25.5,74.0,3.8,74,54,9357.0,385039.0,4.9,8.2,44.3
D036,2024-05-01,43.0,33.6,27.7,75.0,3.8,81,61,9619.0,419476.0,5.0,8.3,47.2
D036,2024-06-01,45.3,35.3,29.2,75.0,3.8,85,63,9550.0,441214.0,5.0,8.3,48.9
D036,2024-07-01,35.9,28.0,23.2,68.0,3.5,67,35,7582.0,350293.0,4.0,7.2,39.1
D036,2024-08-01,36.4,28.4,23.4,68.0,3.6,68,36,7668.0,354277.0,4.0,7.2,39.9
D036,2024-09-01,37.3,29.1,24.0,69.0,3.6,70,39,7875.0,363805.0,4.1,7.4,40.8
D036,2024-10-01,53.7,41.9,34.6,74.0,3.8,101,73,9283.0,523141.0,4.9,8.1,54.9
D036,2024-11-01,50.1,39.1,32.3,69.0,3.6,94,53,7956.0,488297.0,4.2,7.4,50.3
D036,2024-12-01,42.0,32.7,27.0,72.0,3.7,79,53,8849.0,408830.0,4.6,7.9,45.3
D037,2023-01-01,50.8,39.7,29.0,96.0,4.4,140,87,9741.0,841611.0,5.7,9.5,61.7
D037,2023-02-01,48.4,37.8,27.6,95.0,4.4,133,77,9281.0,801886.0,5.5,9.2,59.5
D037,2023-03-01,52.7,41.1,30.1,98.0,4.5,145,96,10107.0,873218.0,5.9,9.7,64.0
D037,2023-04-01,42.6,33.2,24.3,95.0,4.4,117,70,9479.0,705185.0,5.6,9.4,54.8
D037,2023-05-01,44.2,34.5,25.2,96.0,4.4,122,76,9737.0,732560.0,5.7,9.5,56.4
D037,2023-06-01,47.2,36.9,26.9,94.0,4.4,130,71,9053.0,782182.0,5.3,9.1,58.3
D037,2023-07-01,46.3,36.1,26.4,93.0,4.3,127,67,8863.0,765748.0,5.2,9.0,56.9
D037,2023-08-01,54.1,42.2,30.8,99.0,4.5,149,102,10360.0,895139.0,6.1,9.9,65.3
D037,2023-09-01,53.5,41.7,30.5,98.0,4.5,147,99,10249.0,885503.0,6.0,9.8,64.6
D037,2023-10-01,69.9,54.5,39.8,99.0,4.5,193,132,10369.0,1157187.0,6.1,9.9,77.9
D037,2023-11-01,58.1,45.3,33.1,95.0,4.4,160,96,9484.0,961065.0,5.6,9.4,67.1
D037,2023-12-01,47.5,37.0,27.1,94.0,4.4,131,72,9097.0,785973.0,5.3,9.1,58.6
D037,2024-01-01,56.4,44.0,32.1,100.0,4.6,155,112,10807.0,933686.0,6.4,10.1,67.7
D037,2024-02-01,55.2,43.1,31.5,100.0,4.6,152,107,10576.0,913796.0,6.2,10.0,66.9
D037,2024-03-01,48.4,37.7,27.6,95.0,4.4,133,76,9269.0,800880.0,5.5,9.2,59.4
D037,2024-04-01,51.2,40.0,29.2,100.0,4.6,141,105,11103.0,848134.0,6.5,10.3,63.6
D037,2024-05-01,50.8,39.6,29.0,100.0,4.6,140,100,10706.0,841236.0,6.3,10.1,63.3
D037,2024-06-01,49.2,38.3,28.0,95.0,4.4,135,80,9421.0,813937.0,5.5,9.3,60.1
D037,2024-07-01,48.5,37.8,27.6,95.0,4.4,133,77,9290.0,802645.0,5.5,9.3,59.4
D037,2024-08-01,55.7,43.4,31.7,100.0,4.6,153,109,10665.0,921459.0,6.3,10.1,67.1
D037,2024-09-01,54.4,42.5,31.0,99.0,4.5,150,104,10430.0,901160.0,6.1,9.9,65.6
D037,2024-10-01,67.9,52.9,38.7,98.0,4.5,187,124,10111.0,1123587.0,5.9,9.7,76.1
D037,2024-11-01,69.5,54.2,39.6,100.0,4.6,192,134,10549.0,1150935.0,6.2,10.0,78.2
D037,2024-12-01,49.2,38.4,28.1,95.0,4.4,136,80,9434.0,815057.0,5.5,9.3,60.2
D038,2023-01-01,29.5,23.0,15.8,77.0,3.5,90,50,8983.0,533595.0,3.2,4.8,41.0
D038,2023-02-01,29.6,23.1,15.9,78.0,3.5,90,52,8998.0,534507.0,3.3,5.0,41.2
D038,2023-03-01,28.2,22.0,15.1,77.0,3.5,86,46,8587.0,510063.0,3.2,4.9,39.7
D038,2023-04-01,29.6,23.1,15.9,84.0,3.7,90,67,10474.0,533861.0,4.0,5.7,43.5
D038,2023-05-01,27.5,21.5,14.8,80.0,3.6,84,53,9080.0,497081.0,3.6,5.3,40.1
D038,2023-06-01,27.9,21.8,15.0,78.0,3.5,85,49,8488.0,504207.0,3.5,5.3,39.2
D038,2023-07-01,31.3,24.4,16.8,82.0,3.6,95,67,9525.0,565780.0,4.0,5.8,43.3
D038,2023-08-01,27.6,21.6,14.8,79.0,3.5,84,51,8402.0,499059.0,3.6,5.5,39.1
D038,2023-09-01,26.7,20.8,14.3,78.0,3.5,81,47,8109.0,481682.0,3.6,5.5,37.8
D038,2023-10-01,30.5,23.8,16.4,77.0,3.5,93,49,7556.0,550882.0,3.5,5.4,40.4
D038,2023-11-01,34.9,27.2,18.7,79.0,3.5,106,63,7944.0,629417.0,3.8,5.7,44.3
D038,2023-12-01,24.2,18.9,13.0,77.0,3.5,74,39,7356.0,436941.0,3.6,5.6,35.1
D038,2024-01-01,28.7,22.4,15.4,83.0,3.7,87,63,8740.0,519138.0,4.4,6.3,40.9
D038,2024-02-01,24.4,19.0,13.1,78.0,3.5,74,43,7423.0,440913.0,3.9,5.9,35.1
D038,2024-03-01,27.1,21.1,14.5,82.0,3.6,82,58,8226.0,488608.0,4.4,6.4,38.6
D038,2024-04-01,20.6,16.1,11.0,78.0,3.5,63,36,7111.0,371918.0,4.0,6.0,31.8
D038,2024-05-01,13.5,10.5,12.0,80.0,3.6,41,44,7511.0,402495.0,4.3,6.3,29.0
D038,2024-06-01,26.0,20.3,13.9,83.0,3.7,79,57,7894.0,468888.0,4.7,6.7,37.7
D038,2024-07-01,21.4,16.7,11.5,77.0,3.5,65,35,6501.0,386165.0,4.0,6.1,31.8
D038,2024-08-01,23.5,18.3,12.6,81.0,3.6,71,47,7147.0,424507.0,4.5,6.6,34.6
D038,2024-09-01,24.0,18.7,12.9,82.0,3.6,73,51,7299.0,433549.0,4.8,6.9,34.9
D038,2024-10-01,27.8,21.7,14.9,78.0,3.5,85,49,6293.0,501627.0,4.2,6.4,36.8
D038,2024-11-01,25.4,19.8,13.6,78.0,3.5,77,44,6137.0,457929.0,4.3,6.5,34.6
D038,2024-12-01,19.1,14.9,10.2,77.0,3.5,58,31,5794.0,344140.0,4.2,6.4,29.2
D039,2023-01-01,30.3,23.6,17.1,96.0,3.0,118,73,1816.0,134009.0,2.3,4.4,42.8
D039,2023-02-01,33.2,25.9,18.8,100.0,3.1,130,91,1992.0,147034.0,2.5,4.7,46.6
D039,2023-03-01,34.7,27.1,19.6,100.0,3.1,136,101,2081.0,153576.0,2.6,4.8,47.9
D039,2023-04-01,30.3,23.7,17.1,100.0,3.1,118,86,2047.0,134145.0,2.6,4.8,44.1
D039,2023-05-01,25.7,20.1,14.5,95.0,3.0,100,57,1735.0,113880.0,2.2,4.3,38.8
D039,2023-06-01,27.6,21.5,15.6,93.0,2.9,108,56,1656.0,122184.0,2.1,4.2,39.4
D039,2023-07-01,30.1,23.5,17.0,96.0,3.0,117,71,1803.0,133062.0,2.2,4.4,42.7
D039,2023-08-01,30.4,23.7,17.2,97.0,3.0,119,74,1825.0,134669.0,2.3,4.4,43.2
D039,2023-09-01,34.7,27.1,19.6,100.0,3.1,136,101,2080.0,153534.0,2.6,4.8,47.9
D039,2023-10-01,36.3,28.3,20.5,97.0,3.0,142,88,1826.0,160569.0,2.3,4.4,47.9
D039,2023-11-01,38.5,30.0,21.7,100.0,3.1,151,106,1998.0,170354.0,2.5,4.7,50.9
D039,2023-12-01,34.5,26.9,19.5,100.0,3.1,135,99,2067.0,152536.0,2.6,4.8,47.6
D039,2024-01-01,29.4,22.9,16.6,95.0,3.0,115,67,1761.0,129987.0,2.2,4.4,41.8
D039,2024-02-01,30.8,24.0,17.4,97.0,3.0,120,76,1848.0,136351.0,2.3,4.5,43.5
D039,2024-03-01,28.5,22.2,16.1,94.0,2.9,111,61,1709.0,126135.0,2.1,4.3,40.4
D039,2024-04-01,25.6,20.0,14.5,94.0,2.9,100,55,1714.0,113312.0,2.1,4.3,38.2
D039,2024-05-01,29.9,23.3,16.9,100.0,3.1,117,82,1985.0,132216.0,2.5,4.7,43.9
D039,2024-06-01,31.8,24.8,17.9,98.0,3.0,124,82,1904.0,140491.0,2.4,4.6,44.5
D039,2024-07-01,29.4,23.0,16.6,95.0,3.0,115,67,1765.0,130233.0,2.2,4.4,41.8
D039,2024-08-01,30.3,23.6,17.1,96.0,3.0,118,72,1814.0,133848.0,2.3,4.4,42.7
D039,2024-09-01,32.4,25.3,18.3,99.0,3.0,127,86,1942.0,143329.0,2.4,4.6,45.4
D039,2024-10-01,36.3,28.3,20.5,94.0,2.9,142,79,1716.0,160552.0,2.1,4.3,46.8
D039,2024-11-01,41.1,32.1,23.2,97.0,3.0,161,103,1868.0,181875.0,2.3,4.5,51.9
D039,2024-12-01,28.8,22.5,16.3,95.0,2.9,113,63,1727.0,127475.0,2.2,4.3,40.9
D040,2023-01-01,26.5,20.7,15.9,87.0,4.6,134,97,10658.0,786562.0,0.8,10.1,51.6
D040,2023-02-01,26.5,20.7,15.9,87.0,4.6,134,98,10663.0,786935.0,0.8,10.1,51.6
D040,2023-03-01,26.1,20.3,15.7,87.0,4.6,132,94,10498.0,774723.0,0.8,10.0,51.1
D040,2023-04-01,20.6,16.1,12.4,83.0,4.4,104,64,9480.0,612045.0,0.7,9.4,43.6
D040,2023-05-01,22.4,17.5,13.5,84.0,4.5,113,73,9754.0,665458.0,0.7,9.5,46.2
D040,2023-06-01,22.3,17.4,13.4,81.0,4.4,112,63,8966.0,661697.0,0.7,9.1,44.4
D040,2023-07-01,22.8,17.8,13.7,82.0,4.4,115,67,9175.0,677107.0,0.7,9.2,45.3
D040,2023-08-01,27.1,21.1,16.3,88.0,4.6,136,102,10888.0,803504.0,0.8,10.2,52.6
D040,2023-09-01,22.3,17.4,13.4,81.0,4.4,112,63,8959.0,661210.0,0.7,9.1,44.4
D040,2023-10-01,31.3,24.4,18.8,84.0,4.5,158,102,9727.0,929766.0,0.7,9.5,54.7
D040,2023-11-01,32.8,25.6,19.7,86.0,4.5,166,113,10157.0,974215.0,0.8,9.8,56.8
D040,2023-12-01,23.9,18.7,14.4,84.0,4.5,121,77,9636.0,711117.0,0.7,9.5,47.6
D040,2024-01-01,23.4,18.3,14.1,83.0,4.4,118,72,9436.0,696351.0,0.7,9.4,46.3
D040,2024-02-01,25.8,20.1,15.5,86.0,4.6,130,92,10375.0,765707.0,0.8,9.9,50.5
D040,2024-03-01,23.3,18.1,14.0,83.0,4.4,117,71,9363.0,691022.0,0.7,9.3,46.1
D040,2024-04-01,23.5,18.4,14.2,86.0,4.5,119,82,10201.0,699185.0,0.8,9.8,47.9
D040,2024-05-01,21.4,16.7,12.9,83.0,4.4,108,66,9471.0,634465.0,0.7,9.4,44.4
D040,2024-06-01,22.6,17.6,13.6,82.0,4.4,114,65,9086.0,670574.0,0.7,9.2,45.0
D040,2024-07-01,25.5,19.9,15.4,86.0,4.6,129,90,10272.0,758097.0,0.8,9.8,50.3
D040,2024-08-01,21.9,17.1,13.2,81.0,4.4,110,60,8819.0,650876.0,0.7,9.0,44.0
D040,2024-09-01,27.0,21.1,16.3,88.0,4.6,136,102,10883.0,803149.0,0.8,10.2,52.5
D040,2024-10-01,29.8,23.2,17.9,81.0,4.4,150,83,8911.0,884977.0,0.7,9.0,51.5
D040,2024-11-01,27.9,21.7,16.8,83.0,4.5,140,88,9574.0,827203.0,0.7,9.4,51.0
D040,2024-12-01,27.0,21.1,16.2,88.0,4.6,136,102,10867.0,801961.0,0.8,10.2,52.5
D041,2023-01-01,37.7,29.4,14.2,85.0,4.1,177,132,5765.0,553462.0,1.0,5.8,54.4
D041,2023-02-01,34.5,26.9,13.0,82.0,4.0,162,107,5280.0,506865.0,0.9,5.5,50.2
D041,2023-03-01,35.6,27.8,13.4,83.0,4.0,167,116,5449.0,523119.0,0.9,5.6,51.6
D041,2023-04-01,33.3,26.0,12.5,83.0,4.0,156,109,5477.0,489038.0,1.0,5.7,49.5
D041,2023-05-01,34.7,27.1,13.1,85.0,4.1,163,122,5773.0,509884.0,1.0,5.8,51.9
D041,2023-06-01,34.8,27.1,13.1,82.0,4.0,163,110,5321.0,510843.0,0.9,5.6,50.5
D041,2023-07-01,35.1,27.4,13.2,82.0,4.0,165,112,5371.0,515617.0,0.9,5.6,50.8
D041,2023-08-01,36.9,28.8,13.9,84.0,4.1,173,125,5637.0,541137.0,1.0,5.8,53.3
D041,2023-09-01,35.4,27.6,13.3,83.0,4.0,166,114,5413.0,519642.0,0.9,5.6,51.3
D041,2023-10-01,41.3,32.2,15.5,79.0,3.9,194,113,4869.0,606064.0,0.8,5.3,54.3
D041,2023-11-01,38.1,29.7,14.3,79.0,3.9,179,100,4761.0,559510.0,0.8,5.2,51.6
D041,2023-12-01,34.1,26.6,12.8,81.0,4.0,160,104,5208.0,499975.0,0.9,5.5,49.5
D041,2024-01-01,33.6,26.2,12.7,81.0,4.0,158,101,5146.0,493979.0,0.9,5.5,49.1
D041,2024-02-01,38.1,29.7,14.3,85.0,4.1,179,135,5821.0,558859.0,1.0,5.9,54.8
D041,2024-03-01,34.9,27.2,13.1,82.0,4.0,164,110,5340.0,512610.0,0.9,5.6,50.6
D041,2024-04-01,30.3,23.7,11.4,80.0,3.9,142,86,4994.0,445187.0,0.9,5.4,45.5
D041,2024-05-01,32.6,25.4,12.3,82.0,4.0,153,103,5345.0,478778.0,0.9,5.6,48.7
D041,2024-06-01,35.6,27.8,13.4,83.0,4.0,167,116,5447.0,522890.0,0.9,5.6,51.6
D041,2024-07-01,32.3,25.2,12.2,80.0,3.9,152,91,4944.0,474651.0,0.9,5.3,47.2
D041,2024-08-01,34.4,26.8,12.9,82.0,4.0,161,107,5262.0,505113.0,0.9,5.5,50.1
D041,2024-09-01,35.1,27.4,13.2,82.0,4.0,165,112,5368.0,515346.0,0.9,5.6,50.8
D041,2024-10-01,47.4,37.0,17.8,85.0,4.1,223,164,5719.0,696079.0,1.0,5.8,62.6
D041,2024-11-01,50.3,39.3,18.9,85.0,4.1,236,177,5789.0,738918.0,1.0,5.9,65.1
D041,2024-12-01,35.4,27.6,13.3,83.0,4.0,166,114,5410.0,519347.0,0.9,5.6,51.3
D042,2023-01-01,52.8,41.2,13.5,96.0,3.5,78,49,7907.0,379520.0,3.4,4.8,54.2
D042,2023-02-01,58.4,45.6,14.9,100.0,3.6,86,62,8738.0,419412.0,3.8,5.1,59.0
D042,2023-03-01,49.9,38.9,12.8,94.0,3.4,73,42,7471.0,358592.0,3.2,4.7,51.4
D042,2023-04-01,51.5,40.2,13.2,99.0,3.5,76,53,8512.0,369972.0,3.7,5.1,54.1
D042,2023-05-01,55.5,43.3,14.2,100.0,3.6,82,60,8826.0,398392.0,3.8,5.2,57.3
D042,2023-06-01,54.1,42.2,13.8,97.0,3.5,80,52,8098.0,388715.0,3.5,4.9,55.2
D042,2023-07-01,55.9,43.6,14.3,98.0,3.5,82,56,8359.0,401229.0,3.6,5.0,56.6
D042,2023-08-01,52.6,41.1,13.5,96.0,3.5,77,48,7876.0,378055.0,3.4,4.8,54.0
D042,2023-09-01,53.6,41.8,13.7,96.0,3.5,79,51,8020.0,384938.0,3.5,4.9,54.6
D042,2023-10-01,70.0,61.9,20.3,100.0,3.6,117,87,8917.0,569773.0,3.9,5.2,69.7
D042,2023-11-01,65.6,51.1,16.8,93.0,3.4,97,54,7380.0,470807.0,3.2,4.6,60.7
D042,2023-12-01,58.6,45.7,15.0,100.0,3.6,86,62,8760.0,420492.0,3.8,5.1,59.2
D042,2024-01-01,59.8,46.7,15.3,100.0,3.6,88,65,8951.0,429642.0,3.9,5.2,59.9
D042,2024-02-01,52.2,40.7,13.4,95.0,3.4,77,47,7812.0,374984.0,3.4,4.8,53.1
D042,2024-03-01,54.3,42.3,13.9,97.0,3.5,80,52,8117.0,389637.0,3.5,4.9,55.3
D042,2024-04-01,50.9,39.7,13.0,97.0,3.5,75,50,8202.0,365299.0,3.6,4.9,53.2
D042,2024-05-01,50.7,39.6,13.0,96.0,3.5,75,48,7995.0,364339.0,3.5,4.9,52.8
D042,2024-06-01,56.8,44.3,14.5,99.0,3.5,84,58,8496.0,407818.0,3.7,5.1,57.3
D042,2024-07-01,57.8,45.1,14.8,99.0,3.6,85,61,8649.0,415140.0,3.7,5.1,58.5
D042,2024-08-01,53.9,42.1,13.8,97.0,3.5,79,51,8070.0,387352.0,3.5,4.9,55.0
D042,2024-09-01,58.6,45.7,15.0,100.0,3.6,86,63,8774.0,421135.0,3.8,5.2,59.1
D042,2024-10-01,66.6,51.9,17.0,96.0,3.5,98,62,7910.0,478100.0,3.4,4.8,62.6
D042,2024-11-01,61.7,48.1,15.8,96.0,3.5,91,57,7875.0,442826.0,3.4,4.8,59.6
D042,2024-12-01,57.0,44.5,14.6,99.0,3.5,84,59,8535.0,409679.0,3.7,5.1,57.5
D043,2023-01-01,57.7,45.0,21.7,100.0,4.2,44,32,4991.0,119789.0,1.5,7.7,59.6
D043,2023-02-01,49.7,38.8,18.7,95.0,4.0,38,22,4298.0,103152.0,1.3,7.0,52.8
D043,2023-03-01,49.0,38.2,18.4,94.0,4.0,37,21,4239.0,101747.0,1.3,6.9,52.0
D043,2023-04-01,42.2,32.9,15.9,95.0,4.0,32,19,4276.0,87598.0,1.3,7.0,48.3
D043,2023-05-01,47.2,36.8,17.8,96.0,4.1,36,22,4439.0,97950.0,1.3,7.1,52.0
D043,2023-06-01,52.5,40.9,19.7,97.0,4.1,40,26,4538.0,108907.0,1.4,7.2,55.3
D043,2023-07-01,57.5,44.8,21.6,100.0,4.2,44,32,4972.0,119331.0,1.5,7.7,59.4
D043,2023-08-01,47.4,37.0,17.8,93.0,4.0,36,19,4102.0,98438.0,1.2,6.8,50.9
D043,2023-09-01,46.9,36.6,17.6,93.0,4.0,35,19,4054.0,97306.0,1.2,6.8,50.6
D043,2023-10-01,70.0,57.4,27.7,99.0,4.2,56,39,4818.0,152667.0,1.4,7.5,68.0
D043,2023-11-01,60.2,46.9,22.6,95.0,4.1,46,27,4329.0,124956.0,1.3,7.0,59.4
D043,2023-12-01,49.9,38.9,18.8,95.0,4.0,38,23,4314.0,103529.0,1.3,7.0,52.9
D043,2024-01-01,54.1,42.2,20.4,98.0,4.1,41,28,4680.0,112316.0,1.4,7.4,56.6
D043,2024-02-01,46.7,36.5,17.6,93.0,4.0,35,19,4044.0,97045.0,1.2,6.8,50.5
D043,2024-03-01,52.1,40.6,19.6,97.0,4.1,39,25,4508.0,108192.0,1.3,7.2,55.1
D043,2024-04-01,48.6,37.9,18.3,100.0,4.2,37,26,4866.0,100836.0,1.5,7.5,54.1
D043,2024-05-01,46.7,36.4,17.6,97.0,4.1,35,23,4549.0,96964.0,1.4,7.2,51.9
D043,2024-06-01,46.3,36.1,17.4,92.0,4.0,35,18,4009.0,96215.0,1.2,6.7,50.0
D043,2024-07-01,46.7,36.4,17.6,93.0,4.0,35,19,4040.0,96969.0,1.2,6.8,50.5
D043,2024-08-01,54.4,42.5,20.5,98.0,4.2,41,28,4709.0,113025.0,1.4,7.4,57.1
D043,2024-09-01,55.6,43.4,20.9,99.0,4.2,42,30,4809.0,115413.0,1.4,7.5,58.1
D043,2024-10-01,70.0,55.6,26.8,99.0,4.2,54,38,4777.0,148113.0,1.4,7.5,67.2
D043,2024-11-01,64.0,49.9,24.1,98.0,4.2,49,33,4729.0,132905.0,1.4,7.4,62.9
